Timestamp,ID,X,Y,dx,dy
7,41,12.209,-16.47,0.461,-0.192
8,41,12.65,-16.624,0.441,-0.154
9,41,13.188,-16.816,0.538,-0.192
10,41,13.648,-16.969,0.46,-0.153
11,41,14.109,-17.161,0.461,-0.192
12,41,14.57,-17.353,0.461,-0.192
13,41,15.011,-17.507,0.441,-0.154
14,41,15.472,-17.699,0.461,-0.192
15,41,16.009,-17.852,0.537,-0.153
16,41,16.451,-18.044,0.442,-0.192
17,41,16.912,-18.198,0.461,-0.154
18,41,17.372,-18.39,0.46,-0.192
19,41,17.756,-18.543,0.384,-0.153
20,41,18.198,-18.812,0.442,-0.269
1,50,-4.799,19.177,0.0,0.0
2,50,-4.799,19.177,0.0,0.0
3,50,-4.799,19.177,0.0,0.0
4,50,-4.799,19.177,0.0,0.0
5,50,-4.799,19.177,0.0,0.0
6,50,-4.799,19.177,0.0,0.0
7,50,-4.799,19.177,0.0,0.0
8,50,-4.799,19.177,0.0,0.0
9,50,-4.799,19.177,0.0,0.0
10,50,-4.799,19.177,0.0,0.0
11,50,-4.799,19.177,0.0,0.0
12,50,-4.799,19.177,0.0,0.0
13,50,-4.799,19.177,0.0,0.0
14,50,-4.799,19.177,0.0,0.0
15,50,-4.799,19.177,0.0,0.0
16,50,-4.799,19.177,0.0,0.0
17,50,-4.799,19.177,0.0,0.0
18,50,-4.799,19.177,0.0,0.0
19,50,-4.799,19.177,0.0,0.0
20,50,-4.799,19.177,0.0,0.0
1,57,0.019,16.221,0.0,0.0
2,57,0.019,16.221,0.0,0.0
3,57,0.019,16.221,0.0,0.0
4,57,0.019,16.221,0.0,0.0
5,57,-0.058,16.125,-0.077,-0.096
6,57,-0.058,16.067,0.0,-0.058
7,57,-0.058,15.99,0.0,-0.077
8,57,-0.058,15.99,0.0,0.0
9,57,-0.058,15.952,0.0,-0.038
10,57,-0.058,15.875,0.0,-0.077
11,57,-0.096,15.818,-0.038,-0.057
12,57,-0.096,15.76,0.0,-0.058
13,57,-0.096,15.722,0.0,-0.038
14,57,-0.134,15.645,-0.038,-0.077
15,57,-0.134,15.606,0.0,-0.039
16,57,-0.134,15.549,0.0,-0.057
17,57,-0.134,15.51,0.0,-0.039
18,57,-0.173,15.472,-0.039,-0.038
19,57,-0.173,15.395,0.0,-0.077
20,57,-0.173,15.357,0.0,-0.038
1,66,3.551,0.346,0.0,0.0
2,66,3.014,0.499,-0.537,0.153
3,66,2.572,0.403,-0.442,-0.096
4,66,1.843,0.595,-0.729,0.192
5,66,1.229,0.403,-0.614,-0.192
6,66,0.537,0.518,-0.692,0.115
7,66,0.25,0.557,-0.287,0.039
8,66,-0.403,0.768,-0.653,0.211
9,66,-1.075,0.691,-0.672,-0.077
10,66,-1.689,0.691,-0.614,0.0
11,66,-2.304,0.691,-0.615,0.0
12,66,-2.918,0.691,-0.614,0.0
13,66,-3.513,0.691,-0.595,0.0
14,66,-4.031,0.691,-0.518,0.0
15,66,-4.645,0.691,-0.614,0.0
16,66,-5.183,0.691,-0.538,0.0
17,66,-5.797,0.768,-0.614,0.077
18,66,-6.392,0.845,-0.595,0.077
19,66,-7.007,0.845,-0.615,0.0
20,66,-7.602,0.941,-0.595,0.096
1,88,-1.612,9.905,0.0,0.0
2,88,-1.843,9.905,-0.231,0.0
3,88,-2.073,9.905,-0.23,0.0
4,88,-2.304,9.982,-0.231,0.077
5,88,-2.534,9.982,-0.23,0.0
6,88,-2.745,10.078,-0.211,0.096
7,88,-2.899,10.136,-0.154,0.058
8,88,-3.052,10.078,-0.153,-0.058
9,88,-3.283,10.078,-0.231,0.0
10,88,-3.513,9.867,-0.23,-0.211
11,88,-3.59,9.636,-0.077,-0.231
12,88,-3.666,9.636,-0.076,0.0
13,88,-3.705,9.636,-0.039,0.0
14,88,-3.743,9.636,-0.038,0.0
15,88,-3.782,9.636,-0.039,0.0
16,88,-3.82,9.636,-0.038,0.0
17,88,-3.858,9.636,-0.038,0.0
18,88,-3.935,9.636,-0.077,0.0
19,88,-3.935,9.636,0.0,0.0
20,88,-4.012,9.636,-0.077,0.0
1,91,-5.528,16.739,0.0,0.0
2,91,-5.528,16.739,0.0,0.0
3,91,-5.528,16.739,0.0,0.0
4,91,-5.528,16.739,0.0,0.0
5,91,-5.528,16.739,0.0,0.0
6,91,-5.528,16.739,0.0,0.0
7,91,-5.49,16.662,0.038,-0.077
8,91,-5.452,16.605,0.038,-0.057
9,91,-5.413,16.605,0.039,0.0
10,91,-5.375,16.605,0.038,0.0
11,91,-5.375,16.605,0.0,0.0
12,91,-5.375,16.605,0.0,0.0
13,91,-5.375,16.605,0.0,0.0
14,91,-5.375,16.701,0.0,0.096
15,91,-5.375,16.701,0.0,0.0
16,91,-5.375,16.701,0.0,0.0
17,91,-5.298,16.777,0.077,0.076
18,91,-5.221,16.95,0.077,0.173
19,91,-5.145,17.123,0.076,0.173
20,91,-5.029,17.296,0.116,0.173
1,103,-4.953,17.334,0.0,0.0
2,103,-5.029,17.334,-0.076,0.0
3,103,-5.106,17.296,-0.077,-0.038
4,103,-5.029,17.296,0.077,0.0
5,103,-4.953,17.296,0.076,0.0
6,103,-4.761,17.43,0.192,0.134
7,103,-4.761,17.43,0.0,0.0
8,103,-4.761,17.43,0.0,0.0
9,103,-4.761,17.43,0.0,0.0
10,103,-4.761,17.43,0.0,0.0
11,103,-4.761,17.43,0.0,0.0
12,103,-4.761,17.43,0.0,0.0
13,103,-4.761,17.43,0.0,0.0
14,103,-4.761,17.43,0.0,0.0
15,103,-4.761,17.43,0.0,0.0
16,103,-4.761,17.43,0.0,0.0
17,103,-4.761,17.43,0.0,0.0
18,103,-4.761,17.43,0.0,0.0
19,103,-4.761,17.43,0.0,0.0
20,103,-4.761,17.43,0.0,0.0
1,107,-7.64,16.988,0.0,0.0
2,107,-7.64,16.988,0.0,0.0
3,107,-7.64,16.988,0.0,0.0
4,107,-7.64,16.988,0.0,0.0
5,107,-7.64,16.988,0.0,0.0
6,107,-7.64,16.988,0.0,0.0
7,107,-7.64,16.988,0.0,0.0
8,107,-7.64,16.988,0.0,0.0
9,107,-7.64,16.988,0.0,0.0
10,107,-7.64,16.988,0.0,0.0
11,107,-7.64,16.988,0.0,0.0
12,107,-7.64,16.988,0.0,0.0
13,107,-7.64,16.988,0.0,0.0
14,107,-7.64,16.988,0.0,0.0
15,107,-7.64,16.988,0.0,0.0
16,107,-7.64,16.988,0.0,0.0
17,107,-7.64,16.988,0.0,0.0
18,107,-7.64,16.988,0.0,0.0
19,107,-7.64,16.988,0.0,0.0
20,107,-7.64,16.988,0.0,0.0
1,111,-4.761,17.43,0.0,0.0
2,111,-4.761,17.43,0.0,0.0
3,111,-4.761,17.392,0.0,-0.038
4,111,-4.761,17.392,0.0,0.0
5,111,-4.761,17.392,0.0,0.0
6,111,-4.761,17.296,0.0,-0.096
7,111,-4.761,17.296,0.0,0.0
8,111,-4.761,17.238,0.0,-0.058
9,111,-4.761,17.238,0.0,0.0
10,111,-4.761,17.238,0.0,0.0
11,111,-4.722,17.238,0.039,0.0
12,111,-4.722,17.238,0.0,0.0
13,111,-4.722,17.238,0.0,0.0
14,111,-4.684,17.238,0.038,0.0
15,111,-4.684,17.238,0.0,0.0
16,111,-4.645,17.238,0.039,0.0
17,111,-4.607,17.238,0.038,0.0
18,111,-4.607,17.238,0.0,0.0
19,111,-4.569,17.238,0.038,0.0
20,111,-4.569,17.238,0.0,0.0
1,112,-16.797,20.156,0.0,0.0
2,112,-16.643,20.002,0.154,-0.154
3,112,-16.336,19.906,0.307,-0.096
4,112,-16.125,19.734,0.211,-0.172
5,112,-15.971,19.35,0.154,-0.384
6,112,-15.741,19.004,0.23,-0.346
7,112,-15.51,18.639,0.231,-0.365
8,112,-15.357,18.39,0.153,-0.249
9,112,-15.126,18.198,0.231,-0.192
10,112,-14.935,18.083,0.191,-0.115
11,112,-14.704,17.987,0.231,-0.096
12,112,-14.627,17.66,0.077,-0.327
13,112,-14.589,17.507,0.038,-0.153
14,112,-14.589,17.507,0.0,0.0
15,112,-14.589,17.507,0.0,0.0
16,112,-14.589,17.507,0.0,0.0
17,112,-14.589,17.507,0.0,0.0
18,112,-14.589,17.507,0.0,0.0
19,112,-14.589,17.507,0.0,0.0
20,112,-14.589,17.507,0.0,0.0
1,135,-14.666,17.622,0.0,0.0
2,135,-14.666,17.622,0.0,0.0
3,135,-14.666,17.622,0.0,0.0
4,135,-14.666,17.564,0.0,-0.058
5,135,-14.627,17.564,0.039,0.0
6,135,-14.627,17.564,0.0,0.0
7,135,-14.627,17.564,0.0,0.0
8,135,-14.627,17.564,0.0,0.0
9,135,-14.589,17.564,0.038,0.0
10,135,-14.589,17.564,0.0,0.0
11,135,-14.589,17.564,0.0,0.0
12,135,-14.589,17.564,0.0,0.0
13,135,-14.551,17.564,0.038,0.0
14,135,-14.551,17.564,0.0,0.0
15,135,-14.551,17.564,0.0,0.0
16,135,-14.512,17.564,0.039,0.0
17,135,-14.512,17.564,0.0,0.0
18,135,-14.512,17.526,0.0,-0.038
19,135,-14.512,17.526,0.0,0.0
20,135,-14.474,17.526,0.038,0.0
1,141,-24.091,-0.672,0.0,0.0
2,141,-24.014,-0.154,0.077,0.518
3,141,-23.937,0.288,0.077,0.442
4,141,-23.861,0.729,0.076,0.441
5,141,-23.861,1.152,0.0,0.423
6,141,-23.861,1.593,0.0,0.441
7,141,-23.861,2.035,0.0,0.442
8,141,-23.861,2.38,0.0,0.345
9,141,-23.861,2.803,0.0,0.423
10,141,-23.861,3.244,0.0,0.441
11,141,-23.937,3.686,-0.076,0.442
12,141,-23.937,4.031,0.0,0.345
13,141,-23.937,4.473,0.0,0.442
14,141,-23.937,4.895,0.0,0.422
15,141,-24.014,5.241,-0.077,0.346
16,141,-24.014,5.682,0.0,0.441
17,141,-24.014,6.124,0.0,0.442
18,141,-24.014,6.469,0.0,0.345
19,141,-24.129,6.891,-0.115,0.422
20,141,-24.36,7.256,-0.231,0.365
1,144,7.909,15.99,0.0,0.0
2,144,7.909,15.99,0.0,0.0
3,144,7.909,15.99,0.0,0.0
4,144,7.909,15.99,0.0,0.0
5,144,7.909,15.99,0.0,0.0
6,144,7.909,15.99,0.0,0.0
7,144,7.909,15.99,0.0,0.0
8,144,7.909,15.99,0.0,0.0
9,144,7.909,15.99,0.0,0.0
10,144,7.909,15.99,0.0,0.0
11,144,7.909,15.99,0.0,0.0
12,144,7.909,15.99,0.0,0.0
13,144,7.909,15.99,0.0,0.0
14,144,7.909,15.99,0.0,0.0
15,144,7.909,15.99,0.0,0.0
16,144,7.909,15.99,0.0,0.0
17,144,7.909,15.99,0.0,0.0
18,144,7.909,15.99,0.0,0.0
19,144,7.909,15.99,0.0,0.0
20,144,7.909,15.99,0.0,0.0
1,145,9.252,15.856,0.0,0.0
2,145,9.252,15.856,0.0,0.0
3,145,9.252,15.856,0.0,0.0
4,145,9.252,15.856,0.0,0.0
5,145,9.252,15.856,0.0,0.0
6,145,9.252,15.856,0.0,0.0
7,145,9.252,15.856,0.0,0.0
8,145,9.252,15.856,0.0,0.0
9,145,9.252,15.856,0.0,0.0
10,145,9.252,15.856,0.0,0.0
11,145,9.252,15.856,0.0,0.0
12,145,9.252,15.856,0.0,0.0
13,145,9.252,15.856,0.0,0.0
14,145,9.252,15.856,0.0,0.0
15,145,9.252,15.856,0.0,0.0
16,145,9.252,15.856,0.0,0.0
17,145,9.252,15.856,0.0,0.0
18,145,9.252,15.856,0.0,0.0
19,145,9.252,15.856,0.0,0.0
20,145,9.252,15.856,0.0,0.0
1,153,15.088,11.249,0.0,0.0
2,153,15.242,10.807,0.154,-0.442
3,153,15.395,10.289,0.153,-0.518
4,153,15.626,9.944,0.231,-0.345
5,153,16.009,9.694,0.383,-0.25
6,153,16.393,9.464,0.384,-0.23
7,153,16.758,9.291,0.365,-0.173
8,153,17.142,9.041,0.384,-0.25
9,153,17.603,8.849,0.461,-0.192
10,153,18.044,8.6,0.441,-0.249
11,153,18.505,8.427,0.461,-0.173
12,153,18.812,8.465,0.307,0.038
13,153,19.158,8.561,0.346,0.096
14,153,19.465,8.6,0.307,0.039
15,153,19.925,8.561,0.46,-0.039
16,153,20.521,8.561,0.596,0.0
17,153,21.039,8.465,0.518,-0.096
18,153,21.653,8.389,0.614,-0.076
19,153,22.191,8.389,0.538,0.0
20,153,22.651,8.389,0.46,0.0
1,154,12.746,10.711,0.0,0.0
2,154,12.977,10.289,0.231,-0.422
3,154,13.245,9.732,0.268,-0.557
4,154,13.572,9.195,0.327,-0.537
5,154,13.879,8.984,0.307,-0.211
6,154,14.282,8.696,0.403,-0.288
7,154,14.704,8.35,0.422,-0.346
8,154,15.088,8.043,0.384,-0.307
9,154,15.549,7.736,0.461,-0.307
10,154,16.009,7.544,0.46,-0.192
11,154,16.47,7.429,0.461,-0.115
12,154,16.95,7.333,0.48,-0.096
13,154,17.449,7.256,0.499,-0.077
14,154,18.044,7.16,0.595,-0.096
15,154,18.659,7.16,0.615,0.0
16,154,19.196,7.083,0.537,-0.077
17,154,19.81,6.987,0.614,-0.096
18,154,20.405,6.987,0.595,0.0
19,154,20.943,6.987,0.538,0.0
20,154,21.384,6.987,0.441,0.0
1,155,13.495,11.518,0.0,0.0
2,155,13.648,11.038,0.153,-0.48
3,155,13.648,10.347,0.0,-0.691
4,155,13.917,9.867,0.269,-0.48
5,155,14.224,9.521,0.307,-0.346
6,155,14.551,9.195,0.327,-0.326
7,155,14.896,8.945,0.345,-0.25
8,155,15.242,8.6,0.346,-0.345
9,155,15.779,8.504,0.537,-0.096
10,155,16.317,8.427,0.538,-0.077
11,155,16.797,8.235,0.48,-0.192
12,155,17.334,8.12,0.537,-0.115
13,155,17.852,7.986,0.518,-0.134
14,155,18.351,7.986,0.499,0.0
15,155,18.812,7.986,0.461,0.0
16,155,19.273,7.986,0.461,0.0
17,155,19.734,7.986,0.461,0.0
18,155,20.175,7.986,0.441,0.0
19,155,20.636,7.986,0.461,0.0
20,155,21.231,7.986,0.595,0.0
1,158,-24.552,7.64,0.0,0.0
2,158,-24.552,7.986,0.0,0.346
3,158,-24.552,8.427,0.0,0.441
4,158,-24.552,8.811,0.0,0.384
5,158,-24.513,9.214,0.039,0.403
6,158,-24.513,9.598,0.0,0.384
7,158,-24.475,10.04,0.038,0.442
8,158,-24.475,10.327,0.0,0.287
9,158,-24.475,10.711,0.0,0.384
10,158,-24.475,11.038,0.0,0.327
11,158,-24.475,11.422,0.0,0.384
12,158,-24.437,11.767,0.038,0.345
13,158,-24.437,12.036,0.0,0.269
14,158,-24.437,12.381,0.0,0.345
15,158,-24.513,12.727,-0.076,0.346
16,158,-24.513,13.072,0.0,0.345
17,158,-24.513,13.476,0.0,0.404
18,158,-24.513,13.86,0.0,0.384
19,158,-24.513,14.243,0.0,0.383
20,158,-24.513,14.685,0.0,0.442
1,171,-12.669,17.392,0.0,0.0
2,171,-12.669,17.392,0.0,0.0
3,171,-12.669,17.353,0.0,-0.039
4,171,-12.669,17.353,0.0,0.0
5,171,-12.708,17.353,-0.039,0.0
6,171,-12.669,17.353,0.039,0.0
7,171,-12.669,17.353,0.0,0.0
8,171,-12.669,17.353,0.0,0.0
9,171,-12.669,17.353,0.0,0.0
10,171,-12.631,17.353,0.038,0.0
11,171,-12.631,17.353,0.0,0.0
12,171,-12.631,17.353,0.0,0.0
13,171,-12.631,17.353,0.0,0.0
14,171,-12.631,17.353,0.0,0.0
15,171,-12.631,17.353,0.0,0.0
16,171,-12.631,17.353,0.0,0.0
17,171,-12.631,17.353,0.0,0.0
18,171,-12.631,17.353,0.0,0.0
19,171,-12.631,17.353,0.0,0.0
20,171,-12.631,17.353,0.0,0.0
1,172,-13.687,17.392,0.0,0.0
2,172,-13.687,17.392,0.0,0.0
3,172,-13.687,17.392,0.0,0.0
4,172,-13.687,17.392,0.0,0.0
5,172,-13.687,17.392,0.0,0.0
6,172,-13.687,17.392,0.0,0.0
7,172,-13.687,17.392,0.0,0.0
8,172,-13.687,17.392,0.0,0.0
9,172,-13.687,17.392,0.0,0.0
10,172,-13.687,17.392,0.0,0.0
11,172,-13.687,17.392,0.0,0.0
12,172,-13.687,17.392,0.0,0.0
13,172,-13.687,17.392,0.0,0.0
14,172,-13.687,17.392,0.0,0.0
15,172,-13.687,17.392,0.0,0.0
16,172,-13.687,17.392,0.0,0.0
17,172,-13.687,17.392,0.0,0.0
18,172,-13.687,17.392,0.0,0.0
19,172,-13.687,17.392,0.0,0.0
20,172,-13.687,17.392,0.0,0.0
1,173,7.832,15.818,0.0,0.0
2,173,7.832,15.818,0.0,0.0
3,173,7.832,15.818,0.0,0.0
4,173,7.794,15.722,-0.038,-0.096
5,173,7.794,15.722,0.0,0.0
6,173,7.794,15.722,0.0,0.0
7,173,7.794,15.722,0.0,0.0
8,173,7.794,15.722,0.0,0.0
9,173,7.794,15.722,0.0,0.0
10,173,7.794,15.722,0.0,0.0
11,173,7.794,15.683,0.0,-0.039
12,173,7.794,15.683,0.0,0.0
13,173,7.794,15.683,0.0,0.0
14,173,7.794,15.683,0.0,0.0
15,173,7.755,15.683,-0.039,0.0
16,173,7.755,15.683,0.0,0.0
17,173,7.755,15.683,0.0,0.0
18,173,7.755,15.645,0.0,-0.038
19,173,7.755,15.645,0.0,0.0
20,173,7.755,15.645,0.0,0.0
1,176,3.551,-11.422,0.0,0.0
2,176,4.166,-11.422,0.615,0.0
3,176,4.799,-11.422,0.633,0.0
4,176,5.413,-11.345,0.614,0.077
5,176,6.047,-11.345,0.634,0.0
6,176,6.661,-11.345,0.614,0.0
7,176,7.275,-11.345,0.614,0.0
8,176,7.794,-11.422,0.519,-0.077
9,176,8.254,-11.594,0.46,-0.172
10,176,8.792,-11.767,0.538,-0.173
11,176,9.252,-11.94,0.46,-0.173
12,176,9.771,-12.113,0.519,-0.173
13,176,10.231,-12.285,0.46,-0.172
14,176,10.769,-12.458,0.538,-0.173
15,176,11.21,-12.65,0.441,-0.192
16,176,11.748,-12.804,0.538,-0.154
17,176,12.285,-13.149,0.537,-0.345
18,176,12.823,-13.418,0.538,-0.269
19,176,13.341,-13.764,0.518,-0.346
20,176,13.879,-14.109,0.538,-0.345
1,179,-17.449,-16.47,0.0,0.0
2,179,-17.296,-16.47,0.153,0.0
3,179,-16.643,-16.47,0.653,0.0
4,179,-16.048,-16.47,0.595,0.0
5,179,-15.395,-16.47,0.653,0.0
6,179,-14.781,-16.47,0.614,0.0
7,179,-14.147,-16.47,0.634,0.0
8,179,-13.533,-16.47,0.614,0.0
9,179,-12.919,-16.297,0.614,0.173
10,179,-12.401,-16.029,0.518,0.268
11,179,-11.786,-15.76,0.615,0.269
12,179,-11.172,-15.51,0.614,0.25
13,179,-10.577,-15.165,0.595,0.345
14,179,-10.04,-14.896,0.537,0.269
15,179,-9.368,-14.723,0.672,0.173
16,179,-8.753,-14.551,0.615,0.172
17,179,-8.139,-14.455,0.614,0.096
18,179,-7.467,-14.301,0.672,0.154
19,179,-6.853,-14.109,0.614,0.192
20,179,-6.162,-13.936,0.691,0.173
1,209,1.92,10.116,0.0,0.0
2,209,1.92,10.116,0.0,0.0
3,209,1.843,10.116,-0.077,0.0
4,209,1.766,10.116,-0.077,0.0
5,209,1.689,10.212,-0.077,0.096
6,209,1.612,10.212,-0.077,0.0
7,209,1.536,10.212,-0.076,0.0
8,209,1.459,10.212,-0.077,0.0
9,209,1.459,10.212,0.0,0.0
10,209,1.612,10.212,0.153,0.0
11,209,1.843,10.212,0.231,0.0
12,209,1.996,10.212,0.153,0.0
13,209,2.227,10.212,0.231,0.0
14,209,2.38,10.212,0.153,0.0
15,209,2.534,10.212,0.154,0.0
16,209,2.745,10.212,0.211,0.0
17,209,3.052,10.212,0.307,0.0
18,209,3.359,10.212,0.307,0.0
19,209,3.666,10.212,0.307,0.0
20,209,3.897,10.212,0.231,0.0
1,211,7.832,-15.242,0.0,0.0
2,211,8.369,-15.51,0.537,-0.268
3,211,8.984,-15.76,0.615,-0.25
4,211,9.521,-16.029,0.537,-0.269
5,211,10.193,-16.297,0.672,-0.268
6,211,10.884,-16.643,0.691,-0.346
7,211,11.479,-16.912,0.595,-0.269
8,211,12.17,-17.257,0.691,-0.345
9,211,12.861,-17.507,0.691,-0.25
10,211,13.456,-17.852,0.595,-0.345
11,211,14.071,-18.217,0.615,-0.365
12,211,14.666,-18.563,0.595,-0.346
13,211,15.28,-18.812,0.614,-0.249
14,211,15.894,-19.081,0.614,-0.269
15,211,16.489,-19.369,0.595,-0.288
16,211,17.065,-19.638,0.576,-0.269
17,211,17.814,-20.021,0.749,-0.383
18,211,18.505,-20.156,0.691,-0.135
19,211,19.004,-20.233,0.499,-0.077
20,211,19.734,-20.233,0.73,0.0
1,218,-14.743,17.43,0.0,0.0
2,218,-14.743,17.43,0.0,0.0
3,218,-14.743,17.43,0.0,0.0
4,218,-14.781,17.488,-0.038,0.058
5,218,-14.781,17.488,0.0,0.0
6,218,-14.781,17.488,0.0,0.0
7,218,-14.781,17.43,0.0,-0.058
8,218,-14.781,17.43,0.0,0.0
9,218,-14.781,17.43,0.0,0.0
10,218,-14.819,17.43,-0.038,0.0
11,218,-14.819,17.43,0.0,0.0
12,218,-14.819,17.43,0.0,0.0
13,218,-14.819,17.43,0.0,0.0
14,218,-14.819,17.43,0.0,0.0
15,218,-14.781,17.468,0.038,0.038
16,218,-14.781,17.468,0.0,0.0
17,218,-14.781,17.468,0.0,0.0
18,218,-14.781,17.468,0.0,0.0
19,218,-14.781,17.468,0.0,0.0
20,218,-14.781,17.468,0.0,0.0
1,220,21.461,-20.156,0.0,0.0
2,220,21.02,-19.983,-0.441,0.173
3,220,20.482,-19.81,-0.538,0.173
4,220,19.945,-19.638,-0.537,0.172
5,220,19.503,-19.388,-0.442,0.25
6,220,18.889,-19.119,-0.614,0.269
7,220,18.275,-18.851,-0.614,0.268
8,220,17.68,-18.505,-0.595,0.346
9,220,17.142,-18.255,-0.538,0.25
10,220,16.528,-18.083,-0.614,0.172
11,220,15.856,-17.814,-0.672,0.269
12,220,15.242,-17.641,-0.614,0.173
13,220,14.666,-17.411,-0.576,0.23
14,220,14.109,-17.219,-0.557,0.192
15,220,13.533,-17.027,-0.576,0.192
16,220,12.938,-16.816,-0.595,0.211
17,220,12.362,-16.585,-0.576,0.231
18,220,11.825,-16.432,-0.537,0.153
19,220,11.21,-16.163,-0.615,0.269
20,220,10.692,-15.894,-0.518,0.269
1,233,4.799,-8.293,0.0,0.0
2,233,5.336,-8.235,0.537,0.058
3,233,6.2,-8.734,0.864,-0.499
4,233,6.661,-8.811,0.461,-0.077
5,233,7.275,-8.984,0.614,-0.173
6,233,7.947,-9.118,0.672,-0.134
7,233,8.408,-9.425,0.461,-0.307
8,233,8.792,-9.809,0.384,-0.384
9,233,9.252,-9.924,0.46,-0.115
10,233,9.771,-9.982,0.519,-0.058
11,233,10.308,-10.155,0.537,-0.173
12,233,10.923,-10.327,0.615,-0.172
13,233,11.441,-10.596,0.518,-0.269
14,233,12.17,-10.673,0.729,-0.077
15,233,12.727,-10.807,0.557,-0.134
16,233,13.034,-10.999,0.307,-0.192
17,233,13.572,-11.153,0.538,-0.154
18,233,14.071,-11.422,0.499,-0.269
19,233,14.531,-11.806,0.46,-0.384
